Site Pt,Area,Northing,Easting,Date Time,CH4 flux,H2S flux,CO2 flux,Pressure,Temp,CH4 slope,H2S slope,CO2 slope
CarbonJunction060316_60,BC-CJ,1214548,2308391,3/6/16 11:03,0,0,0.1,799.4,35.8,-0.118,-0.542,0.411
CarbonJunction060316_61,BC-CJ,1214743,2308441,3/6/16 11:09,0,0,0.17,798.7,37,0,-1.062,0.712
CarbonJunction060316_62,BC-CJ,1214752,2308139,3/6/16 11:18,0,0,0.24,797.1,38.2,0,-2.038,0.995
CarbonJunction060316_63,BC-CJ,1214715,2308039,3/6/16 11:24,0,0,0.08,795.2,39,0,-0.938,0.334
CarbonJunction060316_64,BC-CJ,1214729,2307823,3/6/16 11:40,0,0,0,793.6,40.2,0,-0.265,-0.356
CarbonJunction060316_65,BC-CJ,1214994,2307591,3/6/16 11:59,0,0,6.27,790,42.2,0,-0.312,26.771
CarbonJunction060316_66,BC-CJ,1214903,2307422,3/6/16 12:16,0,0,0.14,789.7,43.9,0,-0.228,0.583
CarbonJunction060316_67,BC-CJ,1214941,2307362,3/6/16 12:25,0,0,0.4,785,44.5,0,-0.87,1.731
CarbonJunction060316_68,BC-CJ,1215173,2307121,3/6/16 12:45,0,0,0.05,785.2,45.5,0,-0.488,0.216
CarbonJunction060316_69,BC-CJ,1215162,2307368,3/6/16 12:56,0,0,1.06,783.9,45.4,-6.6,0.018,4.627
CarbonJunction060316_70,BC-CJ,1215194,2307559,3/6/16 13:02,0,0,0,783.9,45.4,0,-0.181,-0.14
CarbonJunction060316_71,BC-CJ,1214956,2306978,3/6/16 13:32,0,0,0.11,789.3,44.8,0,-0.163,0.477
CarbonJunction060316_72,BC-CJ,1214604,2307353,3/6/16 13:42,0,0,0.15,789.3,44.4,0,0,0.632
CarbonJunction060316_73,BC-CJ,1214450,2307341,3/6/16 13:47,0,0,0.11,784.4,44.2,0,-0.156,0.474
CarbonJunction060316_74,BC-CJ,1214290,2307323,3/6/16 13:52,0,0,0.16,785,44.1,0,-0.33,0.686
CarbonJunction060316_75,BC-CJ,1214581,2307565,3/6/16 14:00,0,0,0.14,784.7,44.3,0,-0.25,0.594
CarbonJunction060316_76,BC-CJ,1214552,2307746,3/6/16 14:06,0,0,0.01,785.8,44.6,0,-0.131,0.061
CarbonJunction060316_77,BC-CJ,1214382,2307797,3/6/16 14:10,0,0,0.14,787.7,44.8,0,0,0.605
CarbonJunction060316_78,BC-CJ,1214193,2307814,3/6/16 14:15,0,0,0.1,789.3,45.1,0,0,0.415
CarbonJunction060316_79,BC-CJ,1214134,2308005,3/6/16 14:22,0,0,0.19,790.9,45.3,0,0,0.813
CarbonJunction060316_80,BC-CJ,1214333,2307981,3/6/16 14:30,0,0,0.09,792.2,45.6,0,0,0.385
CarbonJunction060316_81,BC-CJ,1214558,2308033,3/6/16 14:36,0,0,0.1,791.7,45.9,0,-0.217,0.439
CarbonJunction060316_82,BC-CJ,1214588,2308143,3/6/16 14:44,0,0,0.04,791,46.1,0,0.009,0.192
CarbonJunction060316_83,BC-CJ,1214384,2308175,3/6/16 15:02,0,0,0,791,46,0,-0.207,0.015
CarbonJunction060316_84,BC-CJ,1214217,2308214,3/6/16 15:07,0,0,0.06,794.1,45.7,0,0,0.268
CarbonJunction060316_85,BC-CJ,1214004,2308188,3/6/16 15:21,0,0,0.24,794.3,45.4,0,-0.066,1.043
CarbonJunction060316_86,BC-CJ,1213937,2308341,3/6/16 15:29,0,0,0.01,792.8,45.2,0,-0.064,0.024
CarbonJunction060316_87,BC-CJ,1213961,2308545,3/6/16 15:35,0,0,0,791.6,45.1,0,0.017,-0.163
CarbonJunction060316_88,BC-CJ,1214110,2308583,3/6/16 15:40,0,0,0,794.4,45.1,0,0.011,0.003
CarbonJunction060316_89,BC-CJ,1214177,2308382,3/6/16 15:53,0,0,0.44,794.4,45.4,0,-0.049,1.894
CarbonJunction060316_90,BC-CJ,1214369,2308375,3/6/16 16:00,0,0,0,796.3,45.2,0,-0.163,-21.544
CarbonJunction061516_1,BC-CJ,1215476,2306693,15-06-2016 09:57:24,0,0,0.42,801.5,31.9,0,0.013,1.706
CarbonJunction061516_10,BC-CJ,1214524,2310092,15-06-2016 11:41:37,0,0,0.92,806.7,41,-0.134,-0.004,3.836
CarbonJunction061516_11,BC-CJ,1214536,2310126,15-06-2016 11:44:29,337.05,0.13,4.19,806.7,41.5,1405.583,0.537,17.462
CarbonJunction061516_12,BC-CJ,1214559,2310114,15-06-2016 11:48:06,10.12,0,1.21,807.7,42,42.22,-0.063,5.061
CarbonJunction061516_13,BC-CJ,1214584,2310154,15-06-2016 11:51:21,5.82,0,1.72,807.2,42.5,24.352,0.014,7.18
CarbonJunction061516_14,BC-CJ,1214767,2310175,15-06-2016 11:55:10,0.97,0,0.54,807.5,42.9,4.067,0.014,2.259
CarbonJunction061516_15,BC-CJ,1215234,2310282,15-06-2016 12:00:40,0,0,0.36,807.2,43.5,-0.114,0.01,1.502
CarbonJunction061516_16,BC-CJ,1215178,2310322,15-06-2016 12:04:24,0,0.01,0.31,807.7,43.9,0,0.037,1.31
CarbonJunction061516_17,BC-CJ,1215164,2310330,15-06-2016 12:07:13,0,0.02,0.36,808,44.1,-0.299,0.079,1.494
CarbonJunction061516_18,BC-CJ,1215146,2310328,15-06-2016 12:09:46,0,0.02,0.14,807.9,44.3,-0.686,0.08,0.577
CarbonJunction061516_19,BC-CJ,1214974,2310344,15-06-2016 12:18:34,0,0,0.39,807.7,45,-0.087,0.018,1.663
CarbonJunction061516_2,BC-CJ,1215421,2306835,15-06-2016 10:13:50,0,0.01,0.15,783,33.2,-0.077,0.021,0.625
CarbonJunction061516_20,BC-CJ,1214961,2310359,15-06-2016 12:21:58,7.68,0.02,1.14,808.1,45,32.308,0.071,4.781
CarbonJunction061516_21,BC-CJ,1214903,2310354,15-06-2016 12:24:53,4.92,0,1.15,808.3,45.1,20.719,0.018,4.845
CarbonJunction061516_22,BC-CJ,1214914,2310335,15-06-2016 12:28:00,0,0,0.68,808.1,45.2,0,0.014,2.846
CarbonJunction061516_23,BC-CJ,1214774,2310290,15-06-2016 12:32:42,0,0.01,0.67,809,45.4,-8.513,0.031,2.8
CarbonJunction061516_24,BC-CJ,1214560,2310335,15-06-2016 12:37:29,0,0.01,0.04,807.6,45.4,-3.999,0.037,0.175
CarbonJunction061516_25,BC-CJ,1214404,2310324,15-06-2016 12:40:42,0,0,0.12,807.7,45.4,0,0.015,0.518
CarbonJunction061516_26,BC-CJ,1214174,2310321,15-06-2016 12:44:07,0,0,0.06,807.6,45.4,0,0.01,0.252
CarbonJunction061516_27,BC-CJ,1215398,2310589,15-06-2016 13:19:50,0,0.01,0.48,807.6,45,-0.751,0.028,2.02
CarbonJunction061516_28,BC-CJ,1215354,2310787,15-06-2016 13:20:01,0,0.01,0.48,807.6,45,-0.751,0.028,2.02
CarbonJunction061516_29,BC-CJ,1215157,2310938,15-06-2016 13:35:30,0,0,0,806.9,44.2,-1.292,0.02,0.02
CarbonJunction061516_3,BC-CJ,1215457,2307128,15-06-2016 10:25:52,0,0,0.58,781,33.9,-0.372,-0.004,2.426
CarbonJunction061516_30,BC-CJ,1215144,2310740,15-06-2016 13:38:45,0,0.01,1.03,806.8,44.2,-2.69,0.046,4.334
CarbonJunction061516_31,BC-CJ,1215170,2310604,15-06-2016 13:41:41,0,0,0.19,806.9,44.1,0,0.013,0.796
CarbonJunction061516_32,BC-CJ,1214981,2310714,15-06-2016 13:45:57,0,0.01,0.42,807.2,44.2,-0.722,0.051,1.771
CarbonJunction061516_33,BC-CJ,1214758,2310893,15-06-2016 13:50:16,0,0,0.03,806.5,44.2,0,0.017,0.11
CarbonJunction061516_34,BC-CJ,1214936,2310603,15-06-2016 13:57:34,0,0,0.17,806.7,44.1,0,0.016,0.697
CarbonJunction061516_35,BC-CJ,1214955,2310975,15-06-2016 14:02:15,0,0,0.08,806.9,44.3,0,0.019,0.327
CarbonJunction061516_36,BC-CJ,1214779,2310756,15-06-2016 14:05:41,0,0,0,806.3,44.5,0,0.011,-0.061
CarbonJunction061516_37,BC-CJ,1214752,2310544,15-06-2016 14:09:49,0,0.01,0.68,806.3,44.8,0,0.039,2.852
CarbonJunction061516_38,BC-CJ,1214565,2310552,15-06-2016 14:13:08,0,0.01,0.21,807.6,44.9,0,0.029,0.882
CarbonJunction061516_39,BC-CJ,1214374,2310565,15-06-2016 14:17:32,0,0.01,0.91,807.3,45,0,0.05,3.819
CarbonJunction061516_4,BC-CJ,1215945,2310945,15-06-2016 10:33:47,0,0,0.03,783.7,35,-0.001,-0.008,0.109
CarbonJunction061516_40,BC-CJ,1214212,2310603,15-06-2016 14:20:53,0,0.01,0.32,807.6,45,0,0.041,1.354
CarbonJunction061516_41,BC-CJ,1214170,2310699,15-06-2016 14:24:25,0,0,0.04,807.3,45,0,0.017,0.16
CarbonJunction061516_42,BC-CJ,1214381,2310715,15-06-2016 14:27:46,0,0,0.09,806.3,45.1,0,0.011,0.376
CarbonJunction061516_43,BC-CJ,1214558,2310746,15-06-2016 14:31:07,0,0,0.01,806.7,45.2,0,0.009,0.033
CarbonJunction061516_44,BC-CJ,1214776,2311165,15-06-2016 14:36:45,0,0,0.03,806.3,45.4,0,0.017,0.124
CarbonJunction061516_45,BC-CJ,1214761,2311340,15-06-2016 14:40:35,0,0,0.08,805.3,45.5,0,0.012,0.322
CarbonJunction061516_46,BC-CJ,1214972,2311124,15-06-2016 14:45:47,0,0,0.08,805,45.7,0,0.015,0.344
CarbonJunction061516_47,BC-CJ,1215553,2310679,15-06-2016 14:52:52,0,0,0.1,805.5,45.9,0,0.017,0.403
CarbonJunction061516_48,BC-CJ,1215749,2310724,15-06-2016 14:58:43,0,0,0,805.3,46,0,0.017,0.013
CarbonJunction061516_49,BC-CJ,1215753,2310916,15-06-2016 15:02:40,0,0,0.04,805.7,46.1,0,0.018,0.151
CarbonJunction061516_5,BC-CJ,1214772,2309744,15-06-2016 11:16:52,0,0,0.29,784.3,39.7,0,0.018,1.235
CarbonJunction061516_50,BC-CJ,1215945,2310945,15-06-2016 15:06:08,0,0,0.23,805.5,46.2,0,0.014,0.984
CarbonJunction061516_51,BC-CJ,1215964,2310781,15-06-2016 15:10:16,0,0,0.19,805.2,46.3,-0.064,0.015,0.796
CarbonJunction061516_52,BC-CJ,1216198,2310939,15-06-2016 15:13:49,0,0,0.15,806.1,46.5,-0.929,0.016,0.65
CarbonJunction061516_6,BC-CJ,1214743,2309957,15-06-2016 11:20:28,0,0,0.05,805.3,39.8,0,0.017,0.218
CarbonJunction061516_7,BC-CJ,1214566,2309960,15-06-2016 11:23:38,0,0,0.9,805.7,39.9,0,0.008,3.757
CarbonJunction061516_8,BC-CJ,1214197,2310141,15-06-2016 11:30:55,0,0,0.04,805.6,40.3,-0.945,0.006,0.173
CarbonJunction061516_9,BC-CJ,1214352,2310121,15-06-2016 11:35:14,1.4,0,0.79,806.5,40.5,5.806,0.016,3.266
CarbonJunction061616_100,BC-CJ,1216160,2311519,16-06-2016 14:24:41,0,0,0,803.6,45.7,0,-0.11,-49.749
CarbonJunction061616_101,BC-CJ,1216250,2311423,16-06-2016 14:30:52,0,0,0.29,802.4,45.8,0,-0.08,1.25
CarbonJunction061616_102,BC-CJ,1216279,2311317,16-06-2016 14:36:10,0,0,0.22,804.6,46.1,0,-0.169,0.94
CarbonJunction061616_53,BC-CJ,1215555,2310915,16-06-2016 10:32:34,0,0,0.12,807.3,27.4,-0.001,-0.002,0.483
CarbonJunction061616_54,BC-CJ,1215372,2311077,16-06-2016 10:39:38,0,0,0.09,807.3,29.5,0,0.008,0.373
CarbonJunction061616_55,BC-CJ,1215161,2311233,16-06-2016 10:43:41,0,0,0.44,807.3,30.4,0,-0.003,1.777
CarbonJunction061616_56,BC-CJ,1215004,2311385,16-06-2016 10:47:11,0,0,0.16,807.6,31.3,0,0.001,0.635
CarbonJunction061616_57,BC-CJ,1215389,2311163,16-06-2016 10:52:29,0,0,0.28,807.3,32.6,0,0.002,1.132
CarbonJunction061616_58,BC-CJ,1215622,2311141,16-06-2016 10:55:47,0,0,3.68,806.5,33.4,0,-0.004,14.974
CarbonJunction061616_59,BC-CJ,1215789,2311193,16-06-2016 10:58:57,0,0,0.03,806.2,34,0,-0.012,0.142
CarbonJunction061616_60,BC-CJ,1215760,2311367,16-06-2016 11:04:14,0,0,0.51,806,34.9,-0.013,-0.001,2.076
CarbonJunction061616_61,BC-CJ,1215546,2311370,16-06-2016 11:08:48,0,0,0.09,804.5,35.5,-0.021,0.002,0.357
CarbonJunction061616_62,BC-CJ,1215387,2311422,16-06-2016 11:12:47,0,0,0.09,805.7,36.1,0,-0.002,0.365
CarbonJunction061616_63,BC-CJ,1215584,2311488,16-06-2016 11:15:56,0,0,0.39,805.9,36.5,0,-0.004,1.62
CarbonJunction061616_64,BC-CJ,1215626,2311713,16-06-2016 11:19:58,0,0,0.08,804.6,37.2,0,-0.023,0.312
CarbonJunction061616_65,BC-CJ,1215779,2311681,16-06-2016 11:23:55,0,0,0.1,802.8,37.7,-0.637,-0.037,0.395
CarbonJunction061616_66,BC-CJ,1215780,2311605,16-06-2016 11:27:30,0,0,0.28,801.5,38.3,0,-0.038,1.154
CarbonJunction061616_67,BC-CJ,1215964,2311587,16-06-2016 11:30:05,0,0,0.33,802.2,38.7,0,-0.002,1.365
CarbonJunction061616_68,BC-CJ,1215960,2311733,16-06-2016 11:33:49,0,0,0.16,801.3,39.3,0,-0.037,0.685
CarbonJunction061616_69,BC-CJ,1215992,2311927,16-06-2016 11:37:59,0,0,0.06,800.2,39.9,0,-0.027,0.241
CarbonJunction061616_70,BC-CJ,1216152,2311955,16-06-2016 11:40:59,0,0,0.11,799.5,40.3,0,-0.022,0.47
CarbonJunction061616_71,BC-CJ,1216389,2312161,16-06-2016 11:45:40,0,0,0.24,799.8,40.8,0,-0.029,0.988
CarbonJunction061616_72,BC-CJ,1216516,2312156,16-06-2016 11:47:55,0,0,0.11,799.3,41,0,-0.047,0.466
CarbonJunction061616_73,BC-CJ,1216577,2312368,16-06-2016 11:50:58,0,0,0.05,799.3,41.2,0,-0.028,0.211
CarbonJunction061616_74,BC-CJ,1216779,2312351,16-06-2016 11:54:12,0,0,0.38,799,41.5,0,-0.016,1.616
CarbonJunction061616_75,BC-CJ,1216907,2312528,16-06-2016 11:57:40,0,0,0.26,798.7,41.8,0,-0.022,1.105
CarbonJunction061616_76,BC-CJ,1216962,2312380,16-06-2016 12:00:32,0,0,0.14,798.7,42,0,-0.022,0.585
CarbonJunction061616_77,BC-CJ,1217155,2312558,16-06-2016 12:03:52,0,0,0.1,798.9,42.1,0,-0.022,0.407
CarbonJunction061616_78,BC-CJ,1217184,2312766,16-06-2016 12:07:09,0,0,0.02,798.6,42.3,-0.082,-0.047,0.079
CarbonJunction061616_79,BC-CJ,1217415,2312806,16-06-2016 12:10:29,0,0,0.26,798.2,42.5,0,-0.014,1.097
CarbonJunction061616_80,BC-CJ,1217524,2312970,16-06-2016 12:14:28,0,0,0.15,797.8,42.7,-0.557,-0.052,0.628
CarbonJunction061616_81,BC-CJ,1217687,2312951,16-06-2016 12:17:51,0,0,0.23,797.8,42.8,0,-0.038,0.973
CarbonJunction061616_82,BC-CJ,1217771,2313145,16-06-2016 12:21:57,0,0,0.97,797.9,42.9,0,-0.031,4.114
CarbonJunction061616_83,BC-CJ,1218014,2313250,16-06-2016 12:25:47,0,0,0.63,797.6,43.1,0,-0.013,2.666
CarbonJunction061616_84,BC-CJ,1218031,2313017,16-06-2016 12:30:36,0,0,0.09,797.2,43.2,0,-0.034,0.399
CarbonJunction061616_85,BC-CJ,1218010,2312801,16-06-2016 12:36:57,0,0,0.31,797.3,42.7,0,-0.041,1.315
CarbonJunction061616_86,BC-CJ,1218022,2312604,16-06-2016 12:43:54,0,0,0.24,797.5,42.7,0,-0.059,1.005
CarbonJunction061616_87,BC-CJ,1217760,2312820,16-06-2016 12:55:03,0,0,0.32,799.7,43.3,0,-0.023,1.34
CarbonJunction061616_88,BC-CJ,1217553,2312828,16-06-2016 13:00:18,0,0,0.14,797.8,43.5,0,-0.093,0.614
CarbonJunction061616_89,BC-CJ,1217341,2312643,16-06-2016 13:06:03,0,0,0.09,797.6,43.8,0,-0.137,0.393
CarbonJunction061616_90,BC-CJ,1217149,2312453,16-06-2016 13:12:47,0,0,0.06,798.6,44.1,0,-0.099,0.257
CarbonJunction061616_91,BC-CJ,1216730,2312163,16-06-2016 13:19:59,0,0,0.23,798.7,44.4,0,-0.077,0.977
CarbonJunction061616_92,BC-CJ,1216406,2312012,16-06-2016 13:29:06,0,0,0.06,798.3,44.5,0,-0.111,0.245
CarbonJunction061616_93,BC-CJ,1216202,2311787,16-06-2016 13:35:03,0,0,0.05,799,44.6,0,-0.133,0.216
CarbonJunction061616_94,BC-CJ,1216106,2311630,16-06-2016 13:39:44,0,0,0.08,799.5,44.5,0,-0.119,0.347
CarbonJunction061616_95,BC-CJ,1215961,2311379,16-06-2016 13:49:12,0,0,0.2,801,44.5,0,-0.088,0.867
CarbonJunction061616_96,BC-CJ,1215990,2311237,16-06-2016 13:53:43,0,0,1.12,803.6,44.4,-0.037,-0.042,4.727
CarbonJunction061616_97,BC-CJ,1216192,2311252,16-06-2016 14:02:07,0,0,0.32,805.9,44.6,-0.01,0.001,1.343
CarbonJunction061616_98,BC-CJ,1216170,2311310,16-06-2016 14:07:33,1.94,0,1.26,806.5,44.9,8.166,0.004,5.327
CarbonJunction061616_99,BC-CJ,1216127,2311413,16-06-2016 14:14:37,20.58,0.01,4.36,805.7,45.3,86.962,0.044,18.414
CarbonJunction061716_103,BC-CJ,1216355,2311382,17-06-2016 08:21:02,0,0,0.13,811.4,23.6,-0.07,-0.009,0.514
CarbonJunction061716_104,BC-CJ,1216309,2311785,17-06-2016 08:37:30,0,0,0.15,810.1,25.4,-0.06,-0.005,0.595
CarbonJunction061716_105,BC-CJ,1216535,2311955,17-06-2016 08:46:50,0,0,0.05,803.9,25.9,-1.178,0,0.199
CarbonJunction061716_106,BC-CJ,1216717,2312034,17-06-2016 08:53:52,0,0,0.29,804.5,26.2,-0.7,-0.001,1.139
CarbonJunction061716_107,BC-CJ,1216744,2311980,17-06-2016 08:58:10,0,0,0.41,803.7,26.4,-2.056,-0.002,1.63
CarbonJunction061716_108,BC-CJ,1216739,2311996,17-06-2016 09:04:07,0.49,0,1.65,804.2,26.6,1.964,-0.003,6.595
CarbonJunction061716_109,BC-CJ,1216970,2312203,17-06-2016 09:14:38,0,0,0.07,804.3,27.2,0,0.001,0.28
CarbonJunction061716_110,BC-CJ,1217075,2312126,17-06-2016 09:19:22,0,0,0.05,803.5,27.6,-4.007,-0.002,0.219
CarbonJunction061716_111,BC-CJ,1217364,2312386,17-06-2016 09:31:23,0,0,0.06,805,28.2,-0.988,-0.001,0.255
CarbonJunction061716_112,BC-CJ,1217737,2312538,17-06-2016 09:48:45,0,0,0.68,804.1,29.2,-2.78,0,2.742
CarbonJunction061716_113,BC-CJ,1217608,2312431,17-06-2016 09:52:37,0,0,0.23,804.7,29.5,-0.984,0.003,0.922
CarbonJunction061716_114,BC-CJ,1217566,2312421,17-06-2016 09:58:29,0,0,0.09,805.1,30,-0.66,0.011,0.343
CarbonJunction061716_115,BC-CJ,1217452,2312155,17-06-2016 10:10:23,0,0,0.07,806.4,31,-0.203,0,0.291
CarbonJunction061716_116,BC-CJ,1217143,2311811,17-06-2016 10:18:29,0,0,0.08,805.3,32.2,0,0.008,0.319
CarbonJunction061716_117,BC-CJ,1217132,2311929,17-06-2016 10:22:47,0,0,0.04,805.7,32.8,0,0.003,0.158
CarbonJunction061716_118,BC-CJ,1217174,2312211,17-06-2016 10:31:26,0,0,0.18,809.5,33.8,0,0.007,0.743
CarbonJunction061716_119,BC-CJ,1216944,2311889,17-06-2016 10:42:37,0,0,0.13,806,35,-0.433,0.004,0.513
CarbonJunction061716_120,BC-CJ,1216915,2311826,17-06-2016 10:45:33,0,0,0.18,807.9,35.3,-0.698,0.01,0.745
CarbonJunction061716_121,BC-CJ,1216922,2311991,17-06-2016 10:51:10,0,0,0.55,807.7,36,-0.51,0.002,2.231
CarbonJunction061716_122,BC-CJ,1216839,2311901,17-06-2016 10:56:13,0,0,0.54,806.5,36.5,-0.001,0.011,2.217
CarbonJunction061716_123,BC-CJ,1216863,2311873,17-06-2016 11:03:44,0,0,0.09,807.3,37.5,0,-0.001,0.369
CarbonJunction061716_124,BC-CJ,1216828,2311726,17-06-2016 11:08:11,0,0,0.05,809.2,38.2,0,0.011,0.221
CarbonJunction061716_125,BC-CJ,1216742,2311700,17-06-2016 11:13:35,0,0,0.12,808.8,39.1,0,0.013,0.506
CarbonJunction061716_126,BC-CJ,1216745,2311785,17-06-2016 11:19:24,1.97,0,1.04,808.8,39.9,8.167,0.013,4.292
CarbonJunction061716_127,BC-CJ,1216735,2311806,17-06-2016 11:29:55,231.07,0.02,0.99,807.7,39.7,956.933,0.064,4.093
CarbonJunction061716_128,BC-CJ,1216624,2311822,17-06-2016 11:34:02,0,0,0.71,807.5,39.7,-1.858,0.017,2.944
CarbonJunction061716_129,BC-CJ,1216616,2311741,17-06-2016 11:38:01,0,0.01,2.62,807.6,39.9,-1.218,0.036,10.841
CarbonJunction061716_130,BC-CJ,1216542,2311695,17-06-2016 11:42:19,58.83,0.01,2.64,808.4,40.2,243.825,0.031,10.96
CarbonJunction061716_131,BC-CJ,1216484,2311565,17-06-2016 11:49:50,0,0,0.33,808.7,41,0,0.009,1.389
CarbonJunction061716_132,BC-CJ,1216361,2311487,17-06-2016 11:57:36,52.14,0.02,3.44,809,41.8,217.006,0.096,14.315
Federal060716_01,Fed,1219727,2320145,17-06-2016 13:15:07,0,0,1.1,794.2,39.1,0,0.01,4.618
Federal060716_10,Fed,1219874,2319956,17-06-2016 13:38:24,0,0,0.07,793.5,43.1,-0.997,0.001,0.3
Federal060716_11,Fed,1219865,2319990,17-06-2016 13:40:40,0,0,0.09,793.5,43.4,-0.137,0.009,0.369
Federal060716_12,Fed,1219860,2320034,17-06-2016 13:44:15,0,0,0.05,793.6,43.7,-1.094,0,0.204
Federal060716_13,Fed,1219863,2320101,17-06-2016 13:46:37,0,0,0.05,793.6,43.9,0,0.007,0.197
Federal060716_14,Fed,1219820,2320099,17-06-2016 13:48:58,0,0,0,793.7,44.1,-1.998,0.004,-0.075
Federal060716_15,Fed,1219822,2320030,17-06-2016 13:51:25,0,0,0.07,793.3,44.3,0,0.005,0.315
Federal060716_16,Fed,1219811,2319989,17-06-2016 13:54:01,0,0,0.16,793.6,44.5,-1.124,0.007,0.699
Federal060716_17,Fed,1219815,2319932,17-06-2016 13:56:15,0,0,0.07,793.5,44.7,-0.398,0.011,0.286
Federal060716_18,Fed,1219775,2319934,17-06-2016 13:58:33,0,0,0.08,793.7,44.8,-0.451,0.005,0.362
Federal060716_19,Fed,1219776,2319995,17-06-2016 14:00:51,0,0,0.08,793.5,44.9,-1.272,0.005,0.322
Federal060716_2,Fed,1219773,2320132,17-06-2016 13:18:45,0,0,0.08,794.4,40,0,0.013,0.347
Federal060716_20,Fed,1219770,2320042,17-06-2016 14:03:06,0,0,0.06,793.5,45.1,0,0.001,0.255
Federal060716_21,Fed,1219752,2320083,17-06-2016 14:05:26,0,0,0.12,793.3,45.2,0,0.003,0.533
Federal060716_22,Fed,1219708,2320041,17-06-2016 14:08:12,0,0,0.13,793.3,45.4,-1.178,0.006,0.577
Federal060716_23,Fed,1219714,2319984,17-06-2016 14:10:22,0,0,0.03,793.6,45.5,-1.548,0.004,0.108
Federal060716_24,Fed,1219706,2319929,17-06-2016 14:12:32,0,0,0.06,793.6,45.7,0,0.002,0.248
Federal060716_25,Fed,1219718,2320086,17-06-2016 14:15:19,0,0,0.04,794,45.8,-1.094,0.005,0.154
Federal060716_3,Fed,1219821,2320141,17-06-2016 13:21:22,0,0,0.05,794.3,40.6,0,-0.002,0.194
Federal060716_4,Fed,1219871,2320142,17-06-2016 13:23:54,0,0,0,793.7,41,0,0.001,-0.059
Federal060716_5,Fed,1219927,2320127,17-06-2016 13:26:22,0,0,0.05,793.5,41.5,0,-0.003,0.214
Federal060716_6,Fed,1219910,2320098,17-06-2016 13:28:40,0,0,0.29,793.3,41.9,0,0.014,1.213
Federal060716_7,Fed,1219920,2320043,17-06-2016 13:31:27,0,0,0.05,793.5,42.3,-1.483,0.013,0.194
Federal060716_8,Fed,1219908,2319994,17-06-2016 13:33:41,0,0,0.05,793.6,42.6,0,0.016,0.217
Federal060716_9,Fed,1219912,2319940,17-06-2016 13:36:00,0,0,0.05,793.3,42.9,0,0.01,0.202
FloridaRiver062016_1,FR,1235003,2331971,20-06-2016 08:43:38,0,0,0.36,796.3,27.1,-2.954,0.006,1.466
FloridaRiver062016_10,FR,1235558,2332460,20-06-2016 09:18:45,0,0,0.34,795.6,33.7,0,0.01,1.418
FloridaRiver062016_11,FR,1235528,2332449,20-06-2016 09:20:51,0,0,0.6,795.6,34.2,0,0.006,2.496
FloridaRiver062016_12,FR,1235318,2332484,20-06-2016 09:24:35,0,0,0.35,795.9,34.7,0,0.002,1.468
FloridaRiver062016_13,FR,1235153,2332368,20-06-2016 09:28:33,0,0.01,0.36,795.9,35.1,0,0.05,1.483
FloridaRiver062016_14,FR,1235127,2332542,20-06-2016 09:33:14,0,0,0.12,795.7,35.7,-0.95,0.001,0.513
FloridaRiver062016_15,FR,1234930,2332333,20-06-2016 09:40:37,0,0.01,0.07,795.9,36.5,-0.138,0.022,0.286
FloridaRiver062016_16,FR,1234977,2332149,20-06-2016 09:43:35,0,0,0.09,795.9,36.9,-0.985,0.02,0.385
FloridaRiver062016_17,FR,1235348,2332568,20-06-2016 10:02:35,0,0,0.91,795.6,39.2,-2.71,0.01,3.825
FloridaRiver062016_18,FR,1235546,2332596,20-06-2016 10:07:32,0,0,0.25,795.8,39.5,-1.318,0.014,1.065
FloridaRiver062016_19,FR,1235365,2332814,20-06-2016 10:14:17,0,0,0.12,795.9,39.8,-0.453,0.004,0.524
FloridaRiver062016_2,FR,1235152,2332036,20-06-2016 08:46:59,0,0,0.09,795.5,27.6,-0.054,0.001,0.369
FloridaRiver062016_20,FR,1235494,2332935,20-06-2016 10:20:11,0,0,0.05,794.7,40,-2.402,-0.006,0.216
FloridaRiver062016_21,FR,1235546,2333155,20-06-2016 10:33:44,0,0,0.15,792.6,40.2,0,0.013,0.618
FloridaRiver062016_22,FR,1235797,2333156,20-06-2016 10:39:57,0,0,0.07,793.5,40.3,0,-0.007,0.302
FloridaRiver062016_23,FR,1235939,2333185,20-06-2016 10:45:46,0,0,0.17,791.4,40.6,0,0.003,0.703
FloridaRiver062016_24,FR,1235937,2333035,20-06-2016 10:49:34,0,0,0.14,789.5,40.8,0,0.002,0.615
FloridaRiver062016_25,FR,1235934,2332857,20-06-2016 10:53:10,0,0,0.04,791.8,40.9,0,0.001,0.18
FloridaRiver062016_26,FR,1235757,2332954,20-06-2016 10:57:09,0,0,0.15,792.8,41.1,0,0.007,0.627
FloridaRiver062016_27,FR,1235662,2332835,20-06-2016 11:00:58,6.56,0.01,2.2,791.8,41.2,27.826,0.032,9.336
FloridaRiver062016_28,FR,1235715,2332821,20-06-2016 11:04:04,15.05,0,2.24,792.4,41.3,63.848,0.017,9.523
FloridaRiver062016_29,FR,1235780,2332774,20-06-2016 11:07:20,0,0,0.05,792.6,41.4,0,-0.001,0.227
FloridaRiver062016_3,FR,1235588,2332226,20-06-2016 08:51:51,0,0,0.07,795.3,28.4,-1.959,0.009,0.277
FloridaRiver062016_30,FR,1235747,2332747,20-06-2016 11:09:51,0,0,0.15,793.6,41.5,0,-0.001,0.649
